,C-17,C#-10,C-10,B-9,A#-9,F-10,E-10,D#-10,D-10,G-10,F#-10,C-1,C#-1,D-1,D#-1,G#-0,A-0,A#-0,B-0,E-12,E-1,F-1,C--1,E--1,G#--1,D#-6,C-9,C#-9,D-9,D#-9,E-9,F-9,F#-9,G-9,G#-9,A-9,B-3,A#-3,G-3,F#-3,A-3,G#-3,D#-3,D-3,F-3,E-3,G#-15,D#-15,C#-15,C-15,G-8,F#-8,E-6,G#-8,D#-8,D-8,F-8,E-8,A#-5,B-5,G#-5,A-5,B-8,A#-8,C-6,C#-6,D#--1,G--1,G-19,C-8,C#-8,F#-7,G-7,E-7,F-7,A#-7,B-7,G#-7,A-7,D#-2,D-2,A-1,G#-1,G-1,F#-1,C#-2,C-2,B-1,A#-1,D-6,C-4,C#-4,D-4,D#-4,E-4,F-4,F#-4,G-4,G#-4,A-4,C#-20,D-20,D#-20,C#-14,C#-11,D-14,D#-14,D--1,G-14,E-14,F#--1,D#-7,D-7,C#-18,G-6,F#-6,A-6,G#-6,B-6,A#-6,C#-7,C-7,B--1,A#--1,C#-0,C-0,D#-0,D-0,F-0,E-0,G-0,F#-0,B-10,A-8,F-6,G-11,F#-11,A-11,G#-11,B-11,A#-11,E-18,C-3,C#-3,A#-2,B-2,G#-2,A-2,F#-2,G-2,E-2,F-2,C#--1,F--1,A--1,D-11,D#-11,C-11,A#-15,A#-10,C-16,G#-10,A-10,E-11,F-11,F-5,E-5,D#-5,D-5,C#-5,C-5,B-4,A#-4,G-5,F#-5
C-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.147781778942,0.0194780377276,0.0253368475886,0.0445996377483,0.0322227831062,0.0153715839101,0.0193573718997,0.0158397099636,0.0,0.0312733353806,0.0447159310315,0.0221196923528,0.0132275132275,0.0685805422648,0.0171863074476,0.0140653357532,0.0172239108409,0.0235571260306,0.00602409638554,0.015484335614,0.0362634174645,0.0668679896462,0.027169320767,0.0,0.0,0.0133928422585,0.0070667701225,0.0153403379174,0.0291312265325,0.0127416198081,0.0144181475977,0.0561396833011,0.00923206249915,0.0176468994731,0.0099892494859,0.0,0.0,0.0,0.0,0.00488706120746,0.00901356246315,0.0103934374301,0.014293448836,0.00302610011348,0.00578238133548,0.00560366785532,0.00236463228471,0.026172319999,0.0106829346483,0.0165884347822,0.0112195544329,0.00254777070064,0.00701530612245,0.0125857123314,0.0122058192552,0.0228726497383,0.0133799917662,0.0,0.0173675480535,0.00418467261091,0.00850715654737,0.0115132333379,0.0110820718213,0.0107129371353,0.0109829101091,0.00731703606797,0.0093440942017,0.00843271626913,0.0386420940866,0.0562617805416,0.0370244900542,0.0283975903398,0.0530252398907,0.0212640872908,0.0325096368336,0.307189741668,0.0263655949839,0.0476025131094,0.0112185794989,0.0150370546971,0.00899879857492,0.0091729837868,0.0134343321913,0.0131429726201,0.008896814552,0.00659658205099,0.0110378532135,0.00785218027247,0.0176730893831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00860018298262,0.0,0.0,0.0140584535701,0.00763249069678,0.00953750214475,0.0,0.0120480224774,0.0103912222211,0.00915306171035,0.0129815756815,0.00818644217223,0.0124441267775,0.00632154668023,0.0139233074214,0.00760263558033,0.0410648303661,0.015918306052,0.0398243643419,0.0169398907104,0.0277159283507,0.00886089754076,0.0230306082736,0.0156158012481,0.0251327282069,0.0,0.00252369468902,0.00980896348753,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0587266327255,0.0565336368549,0.0700371366023,0.0136749263031,0.0665728371866,0.0159540989177,0.076134445892,0.0384254006659,0.0405685677515,0.0424004292292,0.0261785269492,0.0439074200136,0.052446183953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105507925008,0.0117190954406,0.012326696756,0.00854116135255,0.00845803642122,0.0126630217863,0.00671713275394,0.0211297081031,0.010664961742,0.00684989686817
B-1,0.0,0.0,0.0,0.0,0.0,0.428571428571,0.0,0.0,0.0,0.0,0.0,0.0163754224263,0.0209825314928,0.0206174826425,0.0678579857686,0.0168769981491,0.0166191708143,0.0173221647798,0.128392447503,0.0,0.0412537299421,0.019213436201,0.0261940317833,0.0047619047619,0.00865800865801,0.0137529453444,0.0068058076225,0.0268490374873,0.00454316002019,0.00301204819277,0.00972272236226,0.0055120394546,0.00992234685073,0.0190932726682,0.0,0.0,0.0174810200844,0.00488922080018,0.00752372310521,0.0266729825253,0.00977692879636,0.011927714578,0.0517406247138,0.00675764939829,0.0120513106786,0.00801678766444,0.0,0.0,0.0,0.0,0.0348650098337,0.00918204026619,0.00795002227032,0.00454791553871,0.00598915647459,0.0151096138375,0.00923331635252,0.106019336107,0.0253043194788,0.0121548520405,0.0140944355195,0.0107872335684,0.0409766454352,0.00526147959184,0.00564368104515,0.014538613259,0.012987012987,0.00627830382874,0.0,0.00616087980709,0.0136206990865,0.00711731806005,0.00827179181383,0.00669082207589,0.00456167704057,0.00492420585112,0.00900558285288,0.00754142824066,0.00857734069064,0.0254836491439,0.0407376915403,0.0430531741712,0.0331954479644,0.0294616184674,0.0467088410036,0.0397233101407,0.0167812579131,0.240867860565,0.0296941913959,0.00857137753951,0.00613784438169,0.00862434991777,0.0089245774358,0.0127064231057,0.00962682163945,0.00596704332315,0.0105341482129,0.00626165129339,0.00785791664957,0.0173606592597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176273254041,0.0,0.0,0.00295967443581,0.0111535993841,0.00727441618299,0.0,0.00730132900043,0.0111884509942,0.00738668138028,0.010706833772,0.0126736920135,0.00971491766145,0.00730942084287,0.00621533371623,0.0124176381145,0.0131004366812,0.0125394203334,0.00350590557881,0.0333723653396,0.0341630387824,0.00561644582584,0.0167578581076,0.0137907688685,0.0213649597534,0.0,0.0108238461107,0.00662344975271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00813294457118,0.0377758116891,0.0454508870301,0.0390629613519,0.0375331916187,0.0128526237255,0.0730621018212,0.0130722124844,0.0333761803499,0.0197240646923,0.00715192917124,0.0069775357386,0.0262230919765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.00710888634263,0.00839159276935,0.00966609476521,0.00724246397388,0.00999904694877,0.00524660681786,0.00979328378269,0.0206579950823,0.00594951760322,0.0094851608408
A#-1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.00573570746549,0.00301353741063,0.00230655398243,0.0127606453252,0.00967524819115,0.00462263779269,0.190563444801,0.00177101881707,0.0,0.00248464472043,0.0246094164159,0.000712146192823,0.00436507936508,0.00182273866484,0.00200295307184,0.00438596491228,0.000337723741979,0.000336530371866,0.000334672021419,0.00090025207058,0.0110240789092,0.00474547023296,0.000341241468963,0.0,0.0,0.000392665008959,0.00690271763789,0.000847499224421,0.00156648159123,0.000450235320129,0.00141961642894,0.00185371951276,0.000987840907312,0.0045902472422,0.000199356347607,0.0,0.0,0.0,0.0,0.000417188151856,0.000758150113723,0.000450239768478,0.000324851109908,0.00308914386584,0.00138274336283,0.00210137544575,0.000778233410159,0.00319956509291,0.000413355890835,0.00172849384497,0.000770126593027,0.000106157112527,0.000956632653061,0.00137589644509,0.00139514083393,0.00193836014732,0.000308769040758,0.0,0.00324770360871,0.00363765658334,0.00073975274325,0.00255339969115,0.000857036182201,0.00285028685579,0.00605870425799,0.00103442505743,0.0019680481593,0.000889996440014,0.0118293047799,0.00219686177178,0.0102059417008,0.0251274763084,0.0125239215801,0.00604982742598,0.0041442213397,0.00464597948231,0.00282455269199,0.410592878704,0.00187167432161,0.00106693360918,0.00155270030773,0.00204934769004,0.00194797393485,0.000447441633024,0.00381872527942,0.000591660499366,0.00109843448513,0.00138073514595,0.00083825735333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365965233303,0.0,0.0,0.00147983721791,0.00130886693186,0.00181046876941,0.0,0.0016924383526,0.000668019699549,0.000612444765605,0.00186834317509,0.000474993567795,0.00521839006888,0.00117866530993,0.00143504616305,0.00101368474404,0.00512260665099,0.00300345397207,0.00183804758501,0.00534738485558,0.00784287660762,0.0017176509079,0.000297612234152,0.00647592134699,0.0064223325912,0.0,0.000224328416802,0.00305403223793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145175471727,0.00128636400591,0.0199175728223,0.000610214803149,0.00236934366204,0.00087854946321,0.00183240206619,0.00166447735728,0.00149765415729,0.0120115910925,0.00336633907543,0.000340367597005,0.0123287671233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.00338120220558,0.000478401859827,0.00210610362278,0.00193945987503,0.00152612826603,0.00124023405896,0.000216336731306,0.00407469298423,0.00116182782553,0.000642167213547
C-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201835560715,0.0032364815472,0.00626864356484,0.00645605550788,0.00723540299512,0.00483275769236,0.00826516589228,0.00205977188508,1.0,0.00492268065944,0.0219137029104,0.0120374286775,0.00357142857143,0.00683526999316,0.0107237879209,0.00499092558984,0.00422154677474,0.00387009927646,0.00100401606426,0.0034209578682,0.00493182477517,0.00431406384814,0.0330841728957,0.0,0.0188679245283,0.0175458317671,0.0394633770908,0.0952748272066,0.0148697423834,0.0922834331961,0.0627186048877,0.0142669705067,0.0129665149102,0.0610464310584,0.0302308818419,0.0,0.0,0.0,0.0,0.00286071875559,0.00370651166709,0.00808907237223,0.00996210070384,0.0024587063422,0.00940265486726,0.00401171676006,0.00260408871861,0.0144889973435,0.00465164284973,0.00932241247231,0.00886671771482,0.00424628450106,0.00350765306122,0.0219543545486,0.00565766799821,0.00949796472185,0.00257307533965,0.0,0.0102867178679,0.00582572069362,0.00360909671707,0.00563429812088,0.00596106849501,0.00757031316613,0.00929323163078,0.00261648690996,0.00459762511163,0.00510635457458,0.00778914537525,0.00601826128872,0.0101930852098,0.0126227733425,0.00919540335064,0.00269699322355,0.0071675549458,0.012769528066,0.00612118302256,0.00680992371523,0.00752793233571,0.188872181789,0.0133874175804,0.0308051733197,0.0637788743528,0.0780887200481,0.0741340993103,0.0137596668479,0.0411693245028,0.0267425030151,0.027228632822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00323269289418,0.0,0.0,0.00813910469848,0.00856666238932,0.00564144435175,0.0,0.00915047460789,0.00362400687006,0.00694508629776,0.00661420759066,0.00491186530334,0.00577134383768,0.0034088018316,0.0162414589156,0.00173774527551,0.00218340611354,0.00608199429344,0.00711392491235,0.0048399687744,0.00777641155163,0.00602541032772,0.00249536411712,0.00497468503473,0.00458126391505,0.0,0.00353317256463,0.0098955082703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0671151934495,0.00431561781149,0.0092744853134,0.00371590241555,0.0137875497536,0.0138085551341,0.0101153854663,0.0108097175539,0.0070380941211,0.0228055777569,0.0113814321122,0.00970047651464,0.0175146771037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114874473296,0.0114638860129,0.011827198145,0.00730495351137,0.00455184598692,0.0420357160402,0.00588569897279,0.0146333330534,0.0106040457092,0.00311955092239
C#-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112833589485,0.0185377291244,0.00221999341725,0.00531983676068,0.00758875988558,0.00435998791811,0.00745370067404,0.00369924763784,0.0,0.0044774180454,0.00249754072787,0.00647405629839,0.00330687830688,0.0138983823194,0.0070754840351,0.00302480338778,0.00878081729146,0.00269224297493,0.00133868808568,0.00234065538351,0.00203075137801,0.0030198446937,0.0151283717907,0.0,0.0,0.0175645623706,0.0546887608442,0.00934573113781,0.021336014406,0.0594420684509,0.0583558334788,0.00632215345452,0.00342561191547,0.0105448903193,0.0241951005168,0.0,0.0,0.0,0.0,0.00435067644079,0.00623367871283,0.00451801293686,0.00768814293449,0.00283696885639,0.00741653258246,0.00178298522669,0.00293334131521,0.0110991526473,0.00419787742171,0.0098974730593,0.00589631751237,0.00690021231423,0.00286989795918,0.00164950286299,0.0177500980439,0.00814111261872,0.00174969123096,0.0,0.00298286940886,0.00527870466605,0.00447214158419,0.00167423512683,0.0051422170932,0.0039465510311,0.00473109973931,0.00308806303908,0.00439916647372,0.00376023495906,0.00620407639394,0.0033391687795,0.0106527047623,0.00736134222199,0.0019830419431,0.0168113619972,0.0147263966861,0.00394335955472,0.00507725099725,0.00610318022939,0.00291401698399,0.00776867126935,0.178194322583,0.0105603474685,0.0205069686547,0.0467266671765,0.0276878525453,0.040343555188,0.00655903205085,0.0305381988057,0.0170815004211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00170783775541,0.0,1.0,0.0218275989641,0.00447581162582,0.00127501967258,0.0,0.0020144563979,0.00771386958322,0.00428524614958,0.00800932807833,0.00413460310149,0.00485745883073,0.015398965488,0.00193259282605,0.0702338715517,0.00587840107491,0.0285328127346,0.0073181524218,0.0101092896175,0.00850752716759,0.00147227220677,0.00320505482933,0.00144236430001,0.00368213735229,0.0,0.00286018731423,0.00440768140424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016525614491,0.0425125656979,0.00802085589478,0.00540222285715,0.00841516820353,0.0164551768635,0.00835990777936,0.00223592288923,0.00526279381204,0.00339494242948,0.00526529957952,0.0132743362832,0.0127201565558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00525315935034,0.00689806684263,0.00631345000603,0.00219590355792,0.037716196006,0.00213628201872,0.00597004491515,0.0155449715981,0.00201853228678,0.00720450454817
D-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073218701272,0.00294680583234,0.0267575811764,0.00612147457954,0.0106848393067,0.00422209673395,0.0109024278516,0.00607664789772,0.0,0.00827735596647,0.00718126976714,0.0108462023186,0.00396825396825,0.0218728639781,0.00707025315101,0.00257108287961,0.031746031746,0.00521622076392,0.00502008032129,0.0090025207058,0.00319118073687,0.00819672131148,0.00892102697433,0.0,0.0566037735849,0.111363520976,0.112184493957,0.0582136942087,0.0272192899397,0.092058787585,0.0257214593472,0.0103958424664,0.0651640982471,0.0389727091081,0.0136680656859,0.0,1.0,1.0,0.666666666667,0.00798617319268,0.0149102855699,0.00644947090321,0.00194910665945,0.00226957508511,0.00957864038616,0.0108252674478,0.0111945882846,0.0194582790074,0.0107336149429,0.00866454978497,0.012428079751,0.00456475583864,0.00366709183673,0.00654168071887,0.00920629669935,0.00271370420624,0.011424454508,0.0,0.00366586287164,0.0132104370658,0.00611977269416,0.00899041328379,0.00589318444097,0.00616953116435,0.0045379936275,0.00597836834659,0.00335725862468,0.00473923104308,0.00816881436943,0.0151573827003,0.00962436914806,0.00414347625313,0.0213849861409,0.00646431210184,0.0116390050992,0.00859329366932,0.0103472923578,0.0167202815942,0.023931543644,0.0387987660224,0.0229901382537,0.191005115115,0.021997054795,0.036978562525,0.0840104953757,0.106776040692,0.0696177103155,0.015169524555,0.0361820745631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060384263495,0.0,0.0,0.00406955234924,0.00479917875016,0.016433258193,0.0,0.009689424657,0.0101556573797,0.00963666901001,0.00792204781322,0.00948367839337,0.00908906645046,0.00405749173238,0.00529383250116,0.00336688147129,0.00411488075244,0.00698303048506,0.00721603866708,0.00846994535519,0.0179787976471,0.00387153061781,0.00966095098555,0.0128782526787,0.0105754410002,0.0,0.00409399360664,0.00981506600427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00931300892844,0.00491590188474,0.0192819934707,0.017042038816,0.0127665849858,0.0130198392298,0.015887029462,0.025120726814,0.00971777252951,0.00892587145507,0.0130152780004,0.00306330837304,0.00665362035225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133587679978,0.00922629952198,0.00714600770177,0.0462599603917,0.00942252426615,0.0127464490821,0.0415356537414,0.0322123991087,0.0123373978425,0.0154138252372
D#-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00673531456281,0.00542800724341,0.00221118186271,0.0170817128012,0.00777385159011,0.00110969572012,0.00711340880832,0.00407462662624,0.0,0.00344888454608,0.00554818731534,0.00724231097914,0.0026455026455,0.00934153565733,0.0251015861467,0.00317604355717,0.00388382303276,0.00420662964833,0.00133868808568,0.00288080662586,0.00174064403829,0.00258843830889,0.00454988625284,0.0,0.0,0.0362659720748,0.0741965424892,0.0164839332877,0.0180087612902,0.00883683088894,0.0421060244921,0.028643945722,0.00174491141039,0.0101767017876,0.00234922313102,0.0,0.0,0.0,0.0,0.00143035937779,0.00286412265184,0.00191100942195,0.00725500812128,0.00346740638003,0.00291633145615,0.00178298522669,0.000688437247448,0.0156725287252,0.00423104691682,0.0113126989579,0.0043555358167,0.00138004246285,0.00558035714286,0.00545896013467,0.00808570893806,0.00445822833883,0.0021613832853,0.0,0.0135204828346,0.0214703790821,0.00279088534953,0.00277510205954,0.00207046364809,0.00476265880605,0.00613111904992,0.0175548017098,0.00433301359442,0.00238074047704,0.0184092099557,0.00417819949892,0.0024176631289,0.0183984893139,0.00336340476074,0.00542611043088,0.00900856608368,0.00656051074606,0.00740858783729,0.00753809877363,0.00458172114214,0.0484537869227,0.0241224467699,0.0110049076866,0.197529297825,0.00937145960986,0.0247925734133,0.0405583404525,0.0335367706721,0.0497083593409,0.0106430783225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00304971027752,0.0,0.0,0.0110987791343,0.0145258565379,0.00180455220481,0.0,0.00538827141451,0.00571860021746,0.00229386705654,0.0105049981589,0.00438109597569,0.00878858674973,0.00393877724074,0.00542501843802,0.0022807906741,0.00873362445415,0.00585673524553,0.00268899554103,0.00850897736144,0.00495164667176,0.00209935110966,0.00283876284884,0.00273754856941,0.00201233087858,0.0,0.00274802310583,0.00469671878771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00871892798332,0.00588567247407,0.0110040853338,0.0119628068005,0.0136245891461,0.00289832626434,0.0117867314989,0.00340045872846,0.00440683871085,0.00728919712397,0.00958111890699,0.00816882232811,0.0136007827789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00602464850979,0.00294376199286,0.0448738606229,0.00351687201196,0.00967530277704,0.0172718560307,0.0127255016024,0.0274697106529,0.00579703352112,0.00645406363866
E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112072410508,0.00818978460866,0.00740948071436,0.00413117019228,0.00311290593976,0.0108014760923,0.00265689418232,0.00606702279545,0.0,0.0199469056562,0.00440706769985,0.0168109661882,0.00912698412698,0.0530872636136,0.00949548122945,0.0183000604961,0.0243161094225,0.0457681305738,0.00635876840696,0.0176449405834,0.0153756890049,0.040767903365,0.0206044848879,0.0,0.0754716981132,0.0821034993511,0.0179485217767,0.0471611950473,0.0156988951977,0.0513311743139,0.0385484184097,0.00777836641292,0.00924612109798,0.00803224108071,0.0573496236848,0.0,0.0,0.0,0.0,0.0154955599261,0.0162581079943,0.0238370541009,0.00508933405522,0.00466523767495,0.00575724054706,0.0285914416709,0.0119428896405,0.0166563246537,0.0118182742703,0.0138278127563,0.0124928221788,0.0129511677282,0.0435267857143,0.00915246388432,0.0137696832329,0.0162822252374,0.0141004528613,0.0,0.00744323488006,0.0129095782506,0.00466268395745,0.00750730088834,0.0155709048944,0.0067359343216,0.0056483537704,0.0104203112402,0.0057222240598,0.00717559629761,0.00592442359693,0.00709529008992,0.0200706353981,0.00597548797513,0.00875892137251,0.00838322263825,0.0119163922342,0.0118912531565,0.010173340195,0.00311073460951,0.00744502122061,0.109242372314,0.117206022782,0.0358322537906,0.0185013538608,0.198130419878,0.0234721849411,0.0392633960882,0.0737881018656,0.0728182744956,0.0469965942736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00750228728271,0.0,0.0,0.0151683314835,0.00424483510843,0.00591656460593,0.0,0.00912282038645,0.0067267825798,0.00973843193601,0.00956537155482,0.0107845130506,0.00391690402785,0.00827185618587,0.00736881006356,0.00532184490623,0.0291400738999,0.0242528908244,0.00803294870486,0.00909445745511,0.0100362234555,0.00229020121053,0.00638721640988,0.00320852466737,0.00449563281384,0.0,0.00773933037968,0.00446648747458,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0262056108652,0.0133898929226,0.0110658991271,0.0145497490078,0.0119763216791,0.0250847136146,0.0140949440304,0.0101691143251,0.0179924453834,0.00636240181025,0.0135824999692,0.0127637848877,0.0247553816047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00546216234321,0.0469454087577,0.00700135203985,0.0113575550177,0.0376070349843,0.0345452641972,0.0424451085595,0.0156526704475,0.0116559142755,0.00814215928556
F-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00732410888889,0.00813670267139,0.00709433805788,0.00633578722823,0.00407201749958,0.00153650176632,0.011870950854,0.00137959799156,0.0,0.00365201288782,0.0242976303609,0.00654742893644,0.00185185185185,0.00660742766006,0.00694280979317,0.00771324863884,0.00354609929078,0.00336530371866,0.00100401606426,0.00270075621174,0.0411952422396,0.00194132873167,0.00386740331492,0.0,0.0,0.011455105766,0.0467635699191,0.0101557953281,0.00592031933684,0.0283909617732,0.0266934112505,0.00557400427642,0.0107590656276,0.0461625114446,0.00192256372546,0.0,0.0,0.0,0.0,0.0203230228262,0.00555976750063,0.00275163049257,0.00465619924201,0.00271088135166,0.0041482300885,0.00655883851248,0.00173605914574,0.00985989375655,0.00281536613061,0.00860355223771,0.00828914479129,0.00244161358811,0.00414540816327,0.00948861936299,0.00609308256277,0.00232603217678,0.00380815150268,0.0,0.00740141895377,0.0103386029211,0.00312713659646,0.00343256425546,0.00253292376621,0.0147143013752,0.00613111904992,0.00736267246756,0.00509377170641,0.00412735849057,0.00604918782922,0.00556557701018,0.00368265000931,0.00605053053553,0.00581621386427,0.00224839458259,0.00720597281014,0.00514026774981,0.00391757903933,0.019407202703,0.00740069905536,0.0686431343218,0.0467926383273,0.0630287117047,0.0309504175245,0.0154483464222,0.204439547249,0.0107032642223,0.031828350241,0.051393230707,0.0418596374199,0.0,0.0,0.112244897959,0.0,0.0,0.0,0.0,0.00548947849954,0.0,0.0,0.00998890122087,0.00372128833569,0.00626564191768,0.0,0.0052887162173,0.0020787718282,0.00663139507635,0.00727290084144,0.00299389885156,0.00818407137549,0.00574069363182,0.00696725311047,0.00166533922236,0.00629828686597,0.0326625619462,0.00285918513224,0.00675253708041,0.00292446246386,0.00616173182834,0.0015567409171,0.00919875191334,0.00218359308101,0.0,0.00140205260501,0.0241925954281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00999495414923,0.0104709207512,0.0123316540659,0.00244898424155,0.00667886561875,0.00441946995699,0.00615828072148,0.00708183027282,0.00507856631451,0.0249628353254,0.0110423320221,0.00408441116406,0.00821917808219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507352975106,0.00519370230845,0.0113986321173,0.0249694649688,0.0161345708337,0.0338320190236,0.00941570357499,0.0387376302436,0.00631586740046,0.00188935334328
F#-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156937194899,0.00582536345961,0.0110953021456,0.00483559868736,0.00242301867744,0.00259366751152,0.00191086970748,0.00787012528675,0.0,0.00456898281458,0.000933406791689,0.00758327794419,0.00171957671958,0.00205058099795,0.00637549663678,0.00483968542045,0.0104694360014,0.00437489483426,0.0016733601071,0.00270075621174,0.00580214679431,0.00129421915444,0.00365615859604,0.0,0.0,0.0267374891293,0.0153084091553,0.00313795429997,0.0201634082731,0.0301716794828,0.00694282434334,0.00525880250021,0.0180241207668,0.00121944835086,0.00423189670405,0.0,0.0,0.0,0.0,0.00125156445557,0.00960323477382,0.00329110027297,0.00314022739578,0.00283696885639,0.00545555108608,0.00369332654101,0.00272381693556,0.0069223797181,0.00682769642739,0.0060822282818,0.00741419712475,0.00276008492569,0.00334821428571,0.00196243105886,0.00779936338762,0.00116301608839,0.00205846027172,0.0,0.0027877284195,0.00593512389913,0.0147614297403,0.00371542589789,0.00342390197543,0.0021072633592,0.00289659167713,0.00644994447571,0.00244765653425,0.00299261302955,0.00474052879895,0.00626266644248,0.00520798083207,0.00480605339906,0.00200820599845,0.0208052544603,0.00508867460822,0.00293806756363,0.00606891249231,0.00222522854945,0.00558437231324,0.00924125296793,0.0529636733127,0.064536259864,0.0494069027984,0.0206595495762,0.00859941337797,0.196782021136,0.0161850245506,0.0277079461053,0.0362786317545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00158584934431,0.0,0.0,0.00850906400296,0.00417297574747,0.0041918860233,0.0,0.00194132634562,0.023392116137,0.00588357761104,0.00560639327942,0.00652756312107,0.0039329059054,0.00877639277538,0.00189419694209,0.00289624212584,0.0052065838092,0.00187715873254,0.00258688178631,0.00569867291179,0.00395467083181,0.000272643001254,0.00146516792198,0.00136877428471,0.00556602157904,0.0,0.00336492625203,0.00160662622362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00181596241294,0.00752392384541,0.0043346538142,0.0156411833091,0.00504730009777,0.00669061015294,0.00629464757783,0.00252094176007,0.00435630899784,0.00145976016185,0.00498785405132,0.00289312457454,0.00469667318982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00242855590309,0.00684432770538,0.0184776679383,0.0200053809529,0.0268427612093,0.00693245904632,0.0364509291369,0.018760699844,0.00247738133382,0.0483298216112
